"Aasta","Maakond","Näitaja","value"
"2011","Viljandi maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2012","Viljandi maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2013","Viljandi maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2014","Viljandi maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",2
"2015","Viljandi maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",2
"1998","Võru maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"1999","Võru maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2000","Võru maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",2
"2001","Võru maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",2
"2002","Võru maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2003","Võru maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2004","Võru maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2005","Võru maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2006","Võru maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",3
"2007","Võru maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",2
"2008","Võru maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2009","Võru maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2010","Võru maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2011","Võru maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2012","Võru maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2013","Võru maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2014","Võru maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2015","Võru maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"1998","Kogu Eesti","Hukkunud",284
"1999","Kogu Eesti","Hukkunud",232
"2000","Kogu Eesti","Hukkunud",204
"2001","Kogu Eesti","Hukkunud",199
"2002","Kogu Eesti","Hukkunud",223
"2003","Kogu Eesti","Hukkunud",164
"2004","Kogu Eesti","Hukkunud",170
"2005","Kogu Eesti","Hukkunud",170
"2006","Kogu Eesti","Hukkunud",204
"2007","Kogu Eesti","Hukkunud",196
"2008","Kogu Eesti","Hukkunud",132
"2009","Kogu Eesti","Hukkunud",100
"2010","Kogu Eesti","Hukkunud",79
"2011","Kogu Eesti","Hukkunud",101
"2012","Kogu Eesti","Hukkunud",87
"2013","Kogu Eesti","Hukkunud",81
"2014","Kogu Eesti","Hukkunud",78
"2015","Kogu Eesti","Hukkunud",67
"1998","Harju maakond","Hukkunud",83
"1999","Harju maakond","Hukkunud",62
"2000","Harju maakond","Hukkunud",48
"2001","Harju maakond","Hukkunud",57
"2002","Harju maakond","Hukkunud",55
"2003","Harju maakond","Hukkunud",45
"2004","Harju maakond","Hukkunud",54
"2005","Harju maakond","Hukkunud",47
"2006","Harju maakond","Hukkunud",56
"2007","Harju maakond","Hukkunud",65
"2008","Harju maakond","Hukkunud",33
"2009","Harju maakond","Hukkunud",25
"2010","Harju maakond","Hukkunud",22
"2011","Harju maakond","Hukkunud",28
"2012","Harju maakond","Hukkunud",26
"2013","Harju maakond","Hukkunud",26
"2014","Harju maakond","Hukkunud",18
"2015","Harju maakond","Hukkunud",24
"1998","..Tallinn","Hukkunud",34
"1999","..Tallinn","Hukkunud",23
"2000","..Tallinn","Hukkunud",24
"2001","..Tallinn","Hukkunud",26
"2002","..Tallinn","Hukkunud",27
"2003","..Tallinn","Hukkunud",13
"2004","..Tallinn","Hukkunud",20
"2005","..Tallinn","Hukkunud",17
"2006","..Tallinn","Hukkunud",22
"2007","..Tallinn","Hukkunud",25
"2008","..Tallinn","Hukkunud",17
"2009","..Tallinn","Hukkunud",11
"2010","..Tallinn","Hukkunud",6
"2011","..Tallinn","Hukkunud",12
"2012","..Tallinn","Hukkunud",13
"2013","..Tallinn","Hukkunud",12
"2014","..Tallinn","Hukkunud",7
"2015","..Tallinn","Hukkunud",12
"1998","Hiiu maakond","Hukkunud",3
"1999","Hiiu maakond","Hukkunud",3
"2000","Hiiu maakond","Hukkunud",5
"2001","Hiiu maakond","Hukkunud",1
"2002","Hiiu maakond","Hukkunud",1
"2003","Hiiu maakond","Hukkunud",0
"2004","Hiiu maakond","Hukkunud",0
"2005","Hiiu maakond","Hukkunud",0
"2006","Hiiu maakond","Hukkunud",1
"2007","Hiiu maakond","Hukkunud",2
"2008","Hiiu maakond","Hukkunud",1
"2009","Hiiu maakond","Hukkunud",1
"2010","Hiiu maakond","Hukkunud",1
"2011","Hiiu maakond","Hukkunud",4
"2012","Hiiu maakond","Hukkunud",0
"2013","Hiiu maakond","Hukkunud",0
"2014","Hiiu maakond","Hukkunud",1
"2015","Hiiu maakond","Hukkunud",0
"1998","Ida-Viru maakond","Hukkunud",27
"1999","Ida-Viru maakond","Hukkunud",33
"2000","Ida-Viru maakond","Hukkunud",26
"2001","Ida-Viru maakond","Hukkunud",21
"2002","Ida-Viru maakond","Hukkunud",27
"2003","Ida-Viru maakond","Hukkunud",16
"2004","Ida-Viru maakond","Hukkunud",30
"2005","Ida-Viru maakond","Hukkunud",23
"2006","Ida-Viru maakond","Hukkunud",32
"2007","Ida-Viru maakond","Hukkunud",17
"2008","Ida-Viru maakond","Hukkunud",14
"2009","Ida-Viru maakond","Hukkunud",11
"2010","Ida-Viru maakond","Hukkunud",10
"2011","Ida-Viru maakond","Hukkunud",14
"2012","Ida-Viru maakond","Hukkunud",13
"2013","Ida-Viru maakond","Hukkunud",10
"2014","Ida-Viru maakond","Hukkunud",7
"2015","Ida-Viru maakond","Hukkunud",6
"1998","..Kohtla-Järve linn","Hukkunud",3
"1999","..Kohtla-Järve linn","Hukkunud",0
"2000","..Kohtla-Järve linn","Hukkunud",0
"2001","..Kohtla-Järve linn","Hukkunud",0
"2002","..Kohtla-Järve linn","Hukkunud",2
"2003","..Kohtla-Järve linn","Hukkunud",1
"2004","..Kohtla-Järve linn","Hukkunud",3
"2005","..Kohtla-Järve linn","Hukkunud",1
"2006","..Kohtla-Järve linn","Hukkunud",2
"2007","..Kohtla-Järve linn","Hukkunud",1
"2008","..Kohtla-Järve linn","Hukkunud",0
"2009","..Kohtla-Järve linn","Hukkunud",1
"2010","..Kohtla-Järve linn","Hukkunud",1
"2011","..Kohtla-Järve linn","Hukkunud",2
"2012","..Kohtla-Järve linn","Hukkunud",0
"2013","..Kohtla-Järve linn","Hukkunud",1
"2014","..Kohtla-Järve linn","Hukkunud",1
"2015","..Kohtla-Järve linn","Hukkunud",0
"1998","..Narva linn","Hukkunud",1
"1999","..Narva linn","Hukkunud",1
"2000","..Narva linn","Hukkunud",2
"2001","..Narva linn","Hukkunud",4
"2002","..Narva linn","Hukkunud",3
"2003","..Narva linn","Hukkunud",2
"2004","..Narva linn","Hukkunud",4
"2005","..Narva linn","Hukkunud",3
"2006","..Narva linn","Hukkunud",4
"2007","..Narva linn","Hukkunud",1
"2008","..Narva linn","Hukkunud",4
"2009","..Narva linn","Hukkunud",0
"2010","..Narva linn","Hukkunud",0
"2011","..Narva linn","Hukkunud",2
"2012","..Narva linn","Hukkunud",3
"2013","..Narva linn","Hukkunud",2
"2014","..Narva linn","Hukkunud",2
"2015","..Narva linn","Hukkunud",2
"1998","Jõgeva maakond","Hukkunud",20
"1999","Jõgeva maakond","Hukkunud",8
"2000","Jõgeva maakond","Hukkunud",14
"2001","Jõgeva maakond","Hukkunud",9
"2002","Jõgeva maakond","Hukkunud",13
"2003","Jõgeva maakond","Hukkunud",10
"2004","Jõgeva maakond","Hukkunud",4
"2005","Jõgeva maakond","Hukkunud",9
"2006","Jõgeva maakond","Hukkunud",13
"2007","Jõgeva maakond","Hukkunud",9
"2008","Jõgeva maakond","Hukkunud",8
"2009","Jõgeva maakond","Hukkunud",3
"2010","Jõgeva maakond","Hukkunud",10
"2011","Jõgeva maakond","Hukkunud",6
"2012","Jõgeva maakond","Hukkunud",5
"2013","Jõgeva maakond","Hukkunud",4
"2014","Jõgeva maakond","Hukkunud",0
"2015","Jõgeva maakond","Hukkunud",3
"1998","Järva maakond","Hukkunud",5
"1999","Järva maakond","Hukkunud",14
"2000","Järva maakond","Hukkunud",11
"2001","Järva maakond","Hukkunud",4
"2002","Järva maakond","Hukkunud",11
"2003","Järva maakond","Hukkunud",9
"2004","Järva maakond","Hukkunud",7
"2005","Järva maakond","Hukkunud",7
"2006","Järva maakond","Hukkunud",9
"2007","Järva maakond","Hukkunud",11
"2008","Järva maakond","Hukkunud",9
"2009","Järva maakond","Hukkunud",9
"2010","Järva maakond","Hukkunud",7
"2011","Järva maakond","Hukkunud",5
"2012","Järva maakond","Hukkunud",3
"2013","Järva maakond","Hukkunud",3
"2014","Järva maakond","Hukkunud",4
"2015","Järva maakond","Hukkunud",0
"1998","Lääne maakond","Hukkunud",9
"1999","Lääne maakond","Hukkunud",9
"2000","Lääne maakond","Hukkunud",5
"2001","Lääne maakond","Hukkunud",12
"2002","Lääne maakond","Hukkunud",5
"2003","Lääne maakond","Hukkunud",6
"2004","Lääne maakond","Hukkunud",4
"2005","Lääne maakond","Hukkunud",2
"2006","Lääne maakond","Hukkunud",4
"2007","Lääne maakond","Hukkunud",8
"2008","Lääne maakond","Hukkunud",9
"2009","Lääne maakond","Hukkunud",2
"2010","Lääne maakond","Hukkunud",2
"2011","Lääne maakond","Hukkunud",0
"2012","Lääne maakond","Hukkunud",1
"2013","Lääne maakond","Hukkunud",5
"2014","Lääne maakond","Hukkunud",5
"2015","Lääne maakond","Hukkunud",0
"1998","Lääne-Viru maakond","Hukkunud",28
"1999","Lääne-Viru maakond","Hukkunud",16
"2000","Lääne-Viru maakond","Hukkunud",14
"2001","Lääne-Viru maakond","Hukkunud",14
"2002","Lääne-Viru maakond","Hukkunud",26
"2003","Lääne-Viru maakond","Hukkunud",15
"2004","Lääne-Viru maakond","Hukkunud",16
"2005","Lääne-Viru maakond","Hukkunud",16
"2006","Lääne-Viru maakond","Hukkunud",7
"2007","Lääne-Viru maakond","Hukkunud",17
"2008","Lääne-Viru maakond","Hukkunud",10
"2009","Lääne-Viru maakond","Hukkunud",14
"2010","Lääne-Viru maakond","Hukkunud",4
"2011","Lääne-Viru maakond","Hukkunud",3
"2012","Lääne-Viru maakond","Hukkunud",8
"2013","Lääne-Viru maakond","Hukkunud",6
"2014","Lääne-Viru maakond","Hukkunud",6
"2015","Lääne-Viru maakond","Hukkunud",5
"1998","Põlva maakond","Hukkunud",6
"1999","Põlva maakond","Hukkunud",12
"2000","Põlva maakond","Hukkunud",4
"2001","Põlva maakond","Hukkunud",5
"2002","Põlva maakond","Hukkunud",8
"2003","Põlva maakond","Hukkunud",2
"2004","Põlva maakond","Hukkunud",2
"2005","Põlva maakond","Hukkunud",2
"2006","Põlva maakond","Hukkunud",3
"2007","Põlva maakond","Hukkunud",5
"2008","Põlva maakond","Hukkunud",2
"2009","Põlva maakond","Hukkunud",3
"2010","Põlva maakond","Hukkunud",2
"2011","Põlva maakond","Hukkunud",3
"2012","Põlva maakond","Hukkunud",2
"2013","Põlva maakond","Hukkunud",3
"2014","Põlva maakond","Hukkunud",4
"2015","Põlva maakond","Hukkunud",0
"1998","Pärnu maakond","Hukkunud",17
"1999","Pärnu maakond","Hukkunud",17
"2000","Pärnu maakond","Hukkunud",17
"2001","Pärnu maakond","Hukkunud",20
"2002","Pärnu maakond","Hukkunud",21
"2003","Pärnu maakond","Hukkunud",8
"2004","Pärnu maakond","Hukkunud",11
"2005","Pärnu maakond","Hukkunud",15
"2006","Pärnu maakond","Hukkunud",16
"2007","Pärnu maakond","Hukkunud",11
"2008","Pärnu maakond","Hukkunud",17
"2009","Pärnu maakond","Hukkunud",8
"2010","Pärnu maakond","Hukkunud",3
"2011","Pärnu maakond","Hukkunud",6
"2012","Pärnu maakond","Hukkunud",9
"2013","Pärnu maakond","Hukkunud",5
"2014","Pärnu maakond","Hukkunud",5
"2015","Pärnu maakond","Hukkunud",11
"1998","..Pärnu linn","Hukkunud",4
"1999","..Pärnu linn","Hukkunud",4
"2000","..Pärnu linn","Hukkunud",1
"2001","..Pärnu linn","Hukkunud",2
"2002","..Pärnu linn","Hukkunud",4
"2003","..Pärnu linn","Hukkunud",2
"2004","..Pärnu linn","Hukkunud",1
"2005","..Pärnu linn","Hukkunud",0
"2006","..Pärnu linn","Hukkunud",3
"2007","..Pärnu linn","Hukkunud",1
"2008","..Pärnu linn","Hukkunud",1
"2009","..Pärnu linn","Hukkunud",0
"2010","..Pärnu linn","Hukkunud",1
"2011","..Pärnu linn","Hukkunud",2
"2012","..Pärnu linn","Hukkunud",2
"2013","..Pärnu linn","Hukkunud",1
"2014","..Pärnu linn","Hukkunud",0
"2015","..Pärnu linn","Hukkunud",1
"1998","Rapla maakond","Hukkunud",17
"1999","Rapla maakond","Hukkunud",12
"2000","Rapla maakond","Hukkunud",9
"2001","Rapla maakond","Hukkunud",5
"2002","Rapla maakond","Hukkunud",8
"2003","Rapla maakond","Hukkunud",14
"2004","Rapla maakond","Hukkunud",9
"2005","Rapla maakond","Hukkunud",9
"2006","Rapla maakond","Hukkunud",12
"2007","Rapla maakond","Hukkunud",13
"2008","Rapla maakond","Hukkunud",1
"2009","Rapla maakond","Hukkunud",3
"2010","Rapla maakond","Hukkunud",4
"2011","Rapla maakond","Hukkunud",6
"2012","Rapla maakond","Hukkunud",4
"2013","Rapla maakond","Hukkunud",1
"2014","Rapla maakond","Hukkunud",3
"2015","Rapla maakond","Hukkunud",2
"1998","Saare maakond","Hukkunud",7
"1999","Saare maakond","Hukkunud",5
"2000","Saare maakond","Hukkunud",5
"2001","Saare maakond","Hukkunud",1
"2002","Saare maakond","Hukkunud",8
"2003","Saare maakond","Hukkunud",2
"2004","Saare maakond","Hukkunud",3
"2005","Saare maakond","Hukkunud",4
"2006","Saare maakond","Hukkunud",9
"2007","Saare maakond","Hukkunud",6
"2008","Saare maakond","Hukkunud",4
"2009","Saare maakond","Hukkunud",2
"2010","Saare maakond","Hukkunud",0
"2011","Saare maakond","Hukkunud",3
"2012","Saare maakond","Hukkunud",1
"2013","Saare maakond","Hukkunud",0
"2014","Saare maakond","Hukkunud",3
"2015","Saare maakond","Hukkunud",0
"1998","Tartu maakond","Hukkunud",30
"1999","Tartu maakond","Hukkunud",16
"2000","Tartu maakond","Hukkunud",19
"2001","Tartu maakond","Hukkunud",23
"2002","Tartu maakond","Hukkunud",21
"2003","Tartu maakond","Hukkunud",20
"2004","Tartu maakond","Hukkunud",15
"2005","Tartu maakond","Hukkunud",18
"2006","Tartu maakond","Hukkunud",17
"2007","Tartu maakond","Hukkunud",21
"2008","Tartu maakond","Hukkunud",14
"2009","Tartu maakond","Hukkunud",9
"2010","Tartu maakond","Hukkunud",6
"2011","Tartu maakond","Hukkunud",9
"2012","Tartu maakond","Hukkunud",8
"2013","Tartu maakond","Hukkunud",8
"2014","Tartu maakond","Hukkunud",11
"2015","Tartu maakond","Hukkunud",9
"1998","..Tartu linn","Hukkunud",9
"1999","..Tartu linn","Hukkunud",0
"2000","..Tartu linn","Hukkunud",4
"2001","..Tartu linn","Hukkunud",4
"2002","..Tartu linn","Hukkunud",4
"2003","..Tartu linn","Hukkunud",1
"2004","..Tartu linn","Hukkunud",2
"2005","..Tartu linn","Hukkunud",3
"2006","..Tartu linn","Hukkunud",2
"2007","..Tartu linn","Hukkunud",4
"2008","..Tartu linn","Hukkunud",3
"2009","..Tartu linn","Hukkunud",2
"2010","..Tartu linn","Hukkunud",0
"2011","..Tartu linn","Hukkunud",4
"2012","..Tartu linn","Hukkunud",0
"2013","..Tartu linn","Hukkunud",2
"2014","..Tartu linn","Hukkunud",3
"2015","..Tartu linn","Hukkunud",4
"1998","Valga maakond","Hukkunud",4
"1999","Valga maakond","Hukkunud",4
"2000","Valga maakond","Hukkunud",8
"2001","Valga maakond","Hukkunud",8
"2002","Valga maakond","Hukkunud",3
"2003","Valga maakond","Hukkunud",2
"2004","Valga maakond","Hukkunud",4
"2005","Valga maakond","Hukkunud",2
"2006","Valga maakond","Hukkunud",4
"2007","Valga maakond","Hukkunud",4
"2008","Valga maakond","Hukkunud",3
"2009","Valga maakond","Hukkunud",4
"2010","Valga maakond","Hukkunud",4
"2011","Valga maakond","Hukkunud",3
"2012","Valga maakond","Hukkunud",2
"2013","Valga maakond","Hukkunud",2
"2014","Valga maakond","Hukkunud",4
"2015","Valga maakond","Hukkunud",1
"1998","Viljandi maakond","Hukkunud",15
"1999","Viljandi maakond","Hukkunud",8
"2000","Viljandi maakond","Hukkunud",6
"2001","Viljandi maakond","Hukkunud",8
"2002","Viljandi maakond","Hukkunud",7
"2003","Viljandi maakond","Hukkunud",9
"2004","Viljandi maakond","Hukkunud",7
"2005","Viljandi maakond","Hukkunud",11
"2006","Viljandi maakond","Hukkunud",11
"2007","Viljandi maakond","Hukkunud",4
"2008","Viljandi maakond","Hukkunud",6
"2009","Viljandi maakond","Hukkunud",1
"2010","Viljandi maakond","Hukkunud",2
"2011","Viljandi maakond","Hukkunud",6
"2012","Viljandi maakond","Hukkunud",1
"2013","Viljandi maakond","Hukkunud",4
"2014","Viljandi maakond","Hukkunud",5
"2015","Viljandi maakond","Hukkunud",4
"1998","Võru maakond","Hukkunud",13
"1999","Võru maakond","Hukkunud",13
"2000","Võru maakond","Hukkunud",13
"2001","Võru maakond","Hukkunud",11
"2002","Võru maakond","Hukkunud",9
"2003","Võru maakond","Hukkunud",6
"2004","Võru maakond","Hukkunud",4
"2005","Võru maakond","Hukkunud",5
"2006","Võru maakond","Hukkunud",10
"2007","Võru maakond","Hukkunud",3
"2008","Võru maakond","Hukkunud",1
"2009","Võru maakond","Hukkunud",5
"2010","Võru maakond","Hukkunud",2
"2011","Võru maakond","Hukkunud",5
"2012","Võru maakond","Hukkunud",4
"2013","Võru maakond","Hukkunud",4
"2014","Võru maakond","Hukkunud",2
"2015","Võru maakond","Hukkunud",2
"1998","Kogu Eesti","Vigasaanud",1990
"1999","Kogu Eesti","Vigasaanud",1690
"2000","Kogu Eesti","Vigasaanud",1843
"2001","Kogu Eesti","Vigasaanud",2443
"2002","Kogu Eesti","Vigasaanud",2868
"2003","Kogu Eesti","Vigasaanud",2540
"2004","Kogu Eesti","Vigasaanud",2875
"2005","Kogu Eesti","Vigasaanud",3027
"2006","Kogu Eesti","Vigasaanud",3508
"2007","Kogu Eesti","Vigasaanud",3271
"2008","Kogu Eesti","Vigasaanud",2398
"2009","Kogu Eesti","Vigasaanud",1931
"2010","Kogu Eesti","Vigasaanud",1720
"2011","Kogu Eesti","Vigasaanud",1879
"2012","Kogu Eesti","Vigasaanud",1707
"2013","Kogu Eesti","Vigasaanud",1733
"2014","Kogu Eesti","Vigasaanud",1750
"2015","Kogu Eesti","Vigasaanud",1758
"1998","Harju maakond","Vigasaanud",582
"1999","Harju maakond","Vigasaanud",574
"2000","Harju maakond","Vigasaanud",635
"2001","Harju maakond","Vigasaanud",770
"2002","Harju maakond","Vigasaanud",998
"2003","Harju maakond","Vigasaanud",920
"2004","Harju maakond","Vigasaanud",1120
"2005","Harju maakond","Vigasaanud",1136
"2006","Harju maakond","Vigasaanud",1197
"2007","Harju maakond","Vigasaanud",1081
"2008","Harju maakond","Vigasaanud",828
"2009","Harju maakond","Vigasaanud",670
"2010","Harju maakond","Vigasaanud",607
"2011","Harju maakond","Vigasaanud",725
"2012","Harju maakond","Vigasaanud",728
"2013","Harju maakond","Vigasaanud",661
"2014","Harju maakond","Vigasaanud",713
"2015","Harju maakond","Vigasaanud",815
"1998","..Tallinn","Vigasaanud",393
"1999","..Tallinn","Vigasaanud",444
"2000","..Tallinn","Vigasaanud",456
"2001","..Tallinn","Vigasaanud",551
"2002","..Tallinn","Vigasaanud",740
"2003","..Tallinn","Vigasaanud",673
"2004","..Tallinn","Vigasaanud",742
"2005","..Tallinn","Vigasaanud",794
"2006","..Tallinn","Vigasaanud",761
"2007","..Tallinn","Vigasaanud",672
"2008","..Tallinn","Vigasaanud",536
"2009","..Tallinn","Vigasaanud",414
"2010","..Tallinn","Vigasaanud",425
"2011","..Tallinn","Vigasaanud",519
"2012","..Tallinn","Vigasaanud",514
"2013","..Tallinn","Vigasaanud",459
"2014","..Tallinn","Vigasaanud",508
"2015","..Tallinn","Vigasaanud",578
"1998","Hiiu maakond","Vigasaanud",26
"1999","Hiiu maakond","Vigasaanud",10
"2000","Hiiu maakond","Vigasaanud",15
"2001","Hiiu maakond","Vigasaanud",11
"2002","Hiiu maakond","Vigasaanud",12
"2003","Hiiu maakond","Vigasaanud",10
"2004","Hiiu maakond","Vigasaanud",17
"2005","Hiiu maakond","Vigasaanud",11
"2006","Hiiu maakond","Vigasaanud",18
"2007","Hiiu maakond","Vigasaanud",22
"2008","Hiiu maakond","Vigasaanud",17
"2009","Hiiu maakond","Vigasaanud",15
"2010","Hiiu maakond","Vigasaanud",6
"2011","Hiiu maakond","Vigasaanud",16
"2012","Hiiu maakond","Vigasaanud",4
"2013","Hiiu maakond","Vigasaanud",7
"2014","Hiiu maakond","Vigasaanud",6
"2015","Hiiu maakond","Vigasaanud",9
"1998","Ida-Viru maakond","Vigasaanud",211
"1999","Ida-Viru maakond","Vigasaanud",183
"2000","Ida-Viru maakond","Vigasaanud",196
"2001","Ida-Viru maakond","Vigasaanud",256
"2002","Ida-Viru maakond","Vigasaanud",142
"2003","Ida-Viru maakond","Vigasaanud",195
"2004","Ida-Viru maakond","Vigasaanud",214
"2005","Ida-Viru maakond","Vigasaanud",236
"2006","Ida-Viru maakond","Vigasaanud",314
"2007","Ida-Viru maakond","Vigasaanud",256
"2008","Ida-Viru maakond","Vigasaanud",179
"2009","Ida-Viru maakond","Vigasaanud",115
"2010","Ida-Viru maakond","Vigasaanud",118
"2011","Ida-Viru maakond","Vigasaanud",123
"2012","Ida-Viru maakond","Vigasaanud",123
"2013","Ida-Viru maakond","Vigasaanud",125
"2014","Ida-Viru maakond","Vigasaanud",117
"2015","Ida-Viru maakond","Vigasaanud",159
"1998","..Kohtla-Järve linn","Vigasaanud",8
"1999","..Kohtla-Järve linn","Vigasaanud",20
"2000","..Kohtla-Järve linn","Vigasaanud",24
"2001","..Kohtla-Järve linn","Vigasaanud",19
"2002","..Kohtla-Järve linn","Vigasaanud",7
"2003","..Kohtla-Järve linn","Vigasaanud",23
"2004","..Kohtla-Järve linn","Vigasaanud",14
"2005","..Kohtla-Järve linn","Vigasaanud",17
"2006","..Kohtla-Järve linn","Vigasaanud",21
"2007","..Kohtla-Järve linn","Vigasaanud",29
"2008","..Kohtla-Järve linn","Vigasaanud",27
"2009","..Kohtla-Järve linn","Vigasaanud",13
"2010","..Kohtla-Järve linn","Vigasaanud",12
"2011","..Kohtla-Järve linn","Vigasaanud",18
"2012","..Kohtla-Järve linn","Vigasaanud",10
"2013","..Kohtla-Järve linn","Vigasaanud",14
"2014","..Kohtla-Järve linn","Vigasaanud",48
"2015","..Kohtla-Järve linn","Vigasaanud",9
"1998","..Narva linn","Vigasaanud",44
"1999","..Narva linn","Vigasaanud",61
"2000","..Narva linn","Vigasaanud",51
"2001","..Narva linn","Vigasaanud",78
"2002","..Narva linn","Vigasaanud",56
"2003","..Narva linn","Vigasaanud",39
"2004","..Narva linn","Vigasaanud",63
"2005","..Narva linn","Vigasaanud",55
"2006","..Narva linn","Vigasaanud",93
"2007","..Narva linn","Vigasaanud",58
"2008","..Narva linn","Vigasaanud",28
"2009","..Narva linn","Vigasaanud",27
"2010","..Narva linn","Vigasaanud",26
"2011","..Narva linn","Vigasaanud",33
"2012","..Narva linn","Vigasaanud",37
"2013","..Narva linn","Vigasaanud",51
"2014","..Narva linn","Vigasaanud",10
"2015","..Narva linn","Vigasaanud",62
"1998","Jõgeva maakond","Vigasaanud",99
"1999","Jõgeva maakond","Vigasaanud",51
"2000","Jõgeva maakond","Vigasaanud",75
"2001","Jõgeva maakond","Vigasaanud",116
"2002","Jõgeva maakond","Vigasaanud",138
"2003","Jõgeva maakond","Vigasaanud",108
"2004","Jõgeva maakond","Vigasaanud",69
"2005","Jõgeva maakond","Vigasaanud",88
"2006","Jõgeva maakond","Vigasaanud",154
"2007","Jõgeva maakond","Vigasaanud",110
"2008","Jõgeva maakond","Vigasaanud",93
"2009","Jõgeva maakond","Vigasaanud",57
"2010","Jõgeva maakond","Vigasaanud",43
"2011","Jõgeva maakond","Vigasaanud",67
"2012","Jõgeva maakond","Vigasaanud",52
"2013","Jõgeva maakond","Vigasaanud",53
"2014","Jõgeva maakond","Vigasaanud",52
"2015","Jõgeva maakond","Vigasaanud",47
"1998","Järva maakond","Vigasaanud",79
"1999","Järva maakond","Vigasaanud",69
"2000","Järva maakond","Vigasaanud",95
"2001","Järva maakond","Vigasaanud",119
"2002","Järva maakond","Vigasaanud",127
"2003","Järva maakond","Vigasaanud",100
"2004","Järva maakond","Vigasaanud",112
"2005","Järva maakond","Vigasaanud",116
"2006","Järva maakond","Vigasaanud",156
"2007","Järva maakond","Vigasaanud",137
"2008","Järva maakond","Vigasaanud",88
"2009","Järva maakond","Vigasaanud",106
"2010","Järva maakond","Vigasaanud",66
"2011","Järva maakond","Vigasaanud",67
"2012","Järva maakond","Vigasaanud",76
"2013","Järva maakond","Vigasaanud",69
"2014","Järva maakond","Vigasaanud",52
"2015","Järva maakond","Vigasaanud",39
"1998","Lääne maakond","Vigasaanud",28
"1999","Lääne maakond","Vigasaanud",20
"2000","Lääne maakond","Vigasaanud",19
"2001","Lääne maakond","Vigasaanud",35
"2002","Lääne maakond","Vigasaanud",47
"2003","Lääne maakond","Vigasaanud",64
"2004","Lääne maakond","Vigasaanud",61
"2005","Lääne maakond","Vigasaanud",58
"2006","Lääne maakond","Vigasaanud",76
"2007","Lääne maakond","Vigasaanud",89
"2008","Lääne maakond","Vigasaanud",45
"2009","Lääne maakond","Vigasaanud",43
"2010","Lääne maakond","Vigasaanud",27
"2011","Lääne maakond","Vigasaanud",35
"2012","Lääne maakond","Vigasaanud",22
"2013","Lääne maakond","Vigasaanud",36
"2014","Lääne maakond","Vigasaanud",44
"2015","Lääne maakond","Vigasaanud",25
"1998","Lääne-Viru maakond","Vigasaanud",163
"1999","Lääne-Viru maakond","Vigasaanud",115
"2000","Lääne-Viru maakond","Vigasaanud",182
"2001","Lääne-Viru maakond","Vigasaanud",198
"2002","Lääne-Viru maakond","Vigasaanud",206
"2003","Lääne-Viru maakond","Vigasaanud",154
"2004","Lääne-Viru maakond","Vigasaanud",157
"2005","Lääne-Viru maakond","Vigasaanud",192
"2006","Lääne-Viru maakond","Vigasaanud",223
"2007","Lääne-Viru maakond","Vigasaanud",231
"2008","Lääne-Viru maakond","Vigasaanud",142
"2009","Lääne-Viru maakond","Vigasaanud",110
"2010","Lääne-Viru maakond","Vigasaanud",97
"2011","Lääne-Viru maakond","Vigasaanud",96
"2012","Lääne-Viru maakond","Vigasaanud",83
"2013","Lääne-Viru maakond","Vigasaanud",69
"2014","Lääne-Viru maakond","Vigasaanud",85
"2015","Lääne-Viru maakond","Vigasaanud",70
"1998","Põlva maakond","Vigasaanud",46
"1999","Põlva maakond","Vigasaanud",35
"2000","Põlva maakond","Vigasaanud",47
"2001","Põlva maakond","Vigasaanud",32
"2002","Põlva maakond","Vigasaanud",53
