idnum,asutus.2014,struktuuriuksus.2014,allstruktuuriuksus.2014,ametikoht.2014,koormus.2014,põhipalk.2014,asutus.2015,struktuuriuksus.2015,allstruktuuriuksus.2015,ametikoht.2015,koormus.2015,põhipalk.2015
5582,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Haapsalu politseijaoskond patrullteenistus,NA,patrullpolitseinik,1.0,793,Politsei- ja Piirivalveamet,patrullitalitus,NA,patrullpolitseinik,1.0,993
5583,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Haapsalu politseijaoskond patrullteenistus,NA,patrullpolitseinik,1.0,780,Politsei- ja Piirivalveamet,patrullitalitus,NA,patrullpolitseinik,1.0,980
5584,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Haapsalu politseijaoskond patrullteenistus,NA,patrullpolitseinik,1.0,785,Politsei- ja Piirivalveamet,patrullitalitus,NA,patrullpolitseinik,1.0,985
5585,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Haapsalu politseijaoskond patrullteenistus,NA,patrullpolitseinik,1.0,1125,NA,NA,NA,NA,NA,NA
5586,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Haapsalu politseijaoskond patrullteenistus,NA,patrullpolitseinik,1.0,780,Politsei- ja Piirivalveamet,patrullitalitus,NA,patrullpolitseinik,1.0,980
5587,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Haapsalu politseijaoskond patrullteenistus,NA,patrullpolitseinik,1.0,780,Politsei- ja Piirivalveamet,patrullitalitus,NA,patrullpolitseinik,1.0,980
5588,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Haapsalu politseijaoskond patrullteenistus,NA,patrullpolitseinik,1.0,801,NA,NA,NA,NA,NA,NA
5589,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Haapsalu politseijaoskond patrullteenistus,NA,patrullpolitseinik,1.0,780,Politsei- ja Piirivalveamet,patrullitalitus,NA,patrullpolitseinik,1.0,980
5590,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Haapsalu politseijaoskond patrullteenistus,NA,teenistuse vanem,1.0,1125,Politsei- ja Piirivalveamet,ennetus- ja menetlustalitus,NA,piirkonnavanem,1.0,1263
5591,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Haapsalu politseijaoskond patrullteenistus,NA,vanemspetsialist,1.0,725,Politsei- ja Piirivalveamet,ennetus- ja menetlustalitus,NA,vanemspetsialist,1.0,755
5592,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Haapsalu politseijaoskond patrullteenistus,NA,vanemspetsialist,1.0,725,Politsei- ja Piirivalveamet,ennetus- ja menetlustalitus,NA,vanemspetsialist,1.0,755
5593,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Haapsalu politseijaoskond patrullteenistus,NA,vanemvaarteomenetleja,1.0,1000,Politsei- ja Piirivalveamet,menetlusteenistus,NA,vanemvaarteomenetleja,1.0,1093
5594,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Haapsalu politseijaoskond patrullteenistus,NA,valijuht,1.0,1116,Politsei- ja Piirivalveamet,patrullitalitus,NA,valijuht,1.0,1243
5595,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Haapsalu politseijaoskond patrullteenistus,NA,valijuht,1.0,1116,NA,NA,NA,NA,NA,NA
5596,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Haapsalu politseijaoskond patrullteenistus,NA,valijuht,1.0,1076,Politsei- ja Piirivalveamet,patrullitalitus,NA,valijuht,1.0,1193
5597,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Haapsalu politseijaoskond patrullteenistus,NA,valijuht,1.0,1063,Politsei- ja Piirivalveamet,patrullitalitus,NA,patrullpolitseinik,1.0,1063
5598,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Haapsalu politseijaoskond patrullteenistus,NA,valijuht,1.0,1076,Politsei- ja Piirivalveamet,patrullitalitus,NA,valijuht,1.0,1193
5599,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Haapsalu politseijaoskond piirkondliku politseitoo teenistus,NA,noorsoopolitseinik,1.0,914,NA,NA,NA,NA,NA,NA
5600,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Haapsalu politseijaoskond piirkondliku politseitoo teenistus,NA,noorsoopolitseinik,1.0,896,Politsei- ja Piirivalveamet,ennetus- ja menetlustalitus,NA,noorsoopolitseinik,1.0,1025
5601,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Haapsalu politseijaoskond piirkondliku politseitoo teenistus,NA,teenistuse vanem,1.0,1360,Politsei- ja Piirivalveamet,menetlusteenistus,NA,vanemvaarteomenetleja,1.0,1360
5602,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Haapsalu politseijaoskond piirkondliku politseitoo teenistus,NA,vanemspetsialist,1.0,745,Politsei- ja Piirivalveamet,ennetus- ja menetlustalitus,NA,vanemspetsialist,1.0,790
5603,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Haapsalu politseijaoskond piirkondliku politseitoo teenistus,NA,vaarteomenetleja,1.0,831,Politsei- ja Piirivalveamet,menetlusteenistus,NA,uurija,1.0,1053
5604,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Haapsalu politseijaoskond Risti konstaablijaoskond,NA,piirkonnapolitseinik,1.0,988,Politsei- ja Piirivalveamet,patrullitalitus,NA,vanempiirivalvur,1.0,1117
5605,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Haapsalu politseijaoskond Risti konstaablijaoskond,NA,piirkonnapolitseinik,1.0,1002,Politsei- ja Piirivalveamet,ennetus- ja menetlustalitus,NA,piirkonnapolitseinik,1.0,1053
5606,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Haapsalu politseijaoskond Risti konstaablijaoskond,NA,piirkonnapolitseinik,1.0,905,Politsei- ja Piirivalveamet,ennetus- ja menetlustalitus,NA,noorsoopolitseinik,1.0,1030
5607,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Haapsalu politseijaoskond Risti konstaablijaoskond,NA,piirkonnapolitseinik,1.0,900,Politsei- ja Piirivalveamet,menetlusteenistus,NA,uurija,1.0,1025
5608,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Haapsalu politseijaoskond Risti konstaablijaoskond,NA,piirkonnavanem,1.0,1115,Politsei- ja Piirivalveamet,ennetus- ja menetlustalitus,NA,piirkonnapolitseinik,1.0,1115
5609,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo korrakaitseteabetalitus,NA,peaspetsialist,1.0,1000,Politsei- ja Piirivalveamet,teabeburoo,NA,peaspetsialist,1.0,1000
5610,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo korrakaitseteabetalitus,NA,talituse juht,1.0,1624,Politsei- ja Piirivalveamet,patrulli- ja liiklusjarelevalvetalitus,NA,vanemliiklusametnik,1.0,1624
5611,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo korrakaitseteabetalitus,NA,vanemkorrakaitseametnik,1.0,1051,NA,NA,NA,NA,NA,NA
5612,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo korrakaitseteabetalitus,NA,vanemspetsialist,1.0,900,Politsei- ja Piirivalveamet,teabeburoo,NA,vanemspetsialist,1.0,975
5613,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo korrakaitseteabetalitus,NA,vanemspetsialist,1.0,777,Politsei- ja Piirivalveamet,ennetus- ja menetlustalitus,NA,vanemspetsialist,1.0,900
5614,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo korrakaitseteabetalitus ennetusteenistus,NA,juhtivspetsialist,1.0,1000,Politsei- ja Piirivalveamet,teabeburoo,NA,juhtivspetsialist,1.0,1000
5615,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo korrakaitseteabetalitus ennetusteenistus,NA,juhtivspetsialist,1.0,900,Politsei- ja Piirivalveamet,teabeburoo,NA,juhtivspetsialist,1.0,975
5616,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo korrakaitseteabetalitus ennetusteenistus,NA,teenistuse vanem,1.0,1400,Politsei- ja Piirivalveamet,teabeburoo,NA,vanemkorrakaitseametnik,1.0,1400
5617,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo korrakaitseteabetalitus ennetusteenistus,NA,vanemkorrakaitseametnik,1.0,1108,Politsei- ja Piirivalveamet,Parnumaa konstaablijaoskond,NA,noorsoopolitseinik,1.0,1108
5618,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo kriisiohjekeskus,NA,keskuse juht,1.0,1560,Politsei- ja Piirivalveamet,operatiivteabeteenistus,NA,teenistuse vanem,1.0,1560
5619,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo kriisiohjekeskus operatiivteabeteenistus,NA,spetsialist,1.0,725,Politsei- ja Piirivalveamet,Parnu teenindus,NA,spetsialist,1.0,755
5620,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo kriisiohjekeskus operatiivteabeteenistus,NA,spetsialist,1.0,735,NA,NA,NA,NA,NA,NA
5621,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo kriisiohjekeskus operatiivteabeteenistus,NA,spetsialist,1.0,735,Politsei- ja Piirivalveamet,operatiivteabeteenistus,NA,spetsialist,1.0,800
5622,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo kriisiohjekeskus operatiivteabeteenistus,NA,teenistuse vanem,1.0,1312,NA,NA,NA,NA,NA,NA
5623,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo kriisiohjekeskus operatiivteabeteenistus,NA,vanemkorrapidaja,1.0,995,Politsei- ja Piirivalveamet,operatiivteabeteenistus,NA,vanemkorrapidaja,1.0,1143
5624,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo kriisiohjekeskus operatiivteabeteenistus,NA,vanemkorrapidaja,1.0,995,Politsei- ja Piirivalveamet,operatiivteabeteenistus,NA,vanemkorrapidaja,1.0,1143
5625,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo kriisiohjekeskus operatiivteabeteenistus,NA,vanemkorrapidaja,1.0,995,Tallinna Vangla,Teine uksus,NA,valvur,1.0,1211
5626,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo kriisiohjekeskus operatiivteabeteenistus,NA,vanemkorrapidaja,1.0,995,Politsei- ja Piirivalveamet,operatiivteabeteenistus,NA,vanemkorrapidaja,1.0,1153
5627,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo kriisiohjekeskus operatiivteabeteenistus,NA,vanemkorrapidaja,1.0,1005,Politsei- ja Piirivalveamet,operatiivteabeteenistus,NA,vanemkorrapidaja,1.0,1153
5628,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo kriisiohjekeskus operatiivteabeteenistus,NA,vanemkorrapidaja,1.0,995,NA,NA,NA,NA,NA,NA
5629,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo kriisiohjekeskus operatiivteabeteenistus,NA,vanemspetsialist,1.0,725,Politsei- ja Piirivalveamet,Parnu teenindus,NA,vanemspetsialist,1.0,755
5630,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo kriisiohjekeskus operatiivteabeteenistus,NA,vanemspetsialist,1.0,735,Politsei- ja Piirivalveamet,operatiivteabeteenistus,NA,vanemspetsialist,1.0,800
5631,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo kriisiohjekeskus operatiivteabeteenistus,NA,vanemspetsialist,1.0,735,Politsei- ja Piirivalveamet,operatiivteabeteenistus,NA,vanemspetsialist,1.0,800
5632,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo kriisiohjekeskus operatiivteabeteenistus,NA,vanemspetsialist,1.0,735,Politsei- ja Piirivalveamet,operatiivteabeteenistus,NA,vanemspetsialist,1.0,800
5633,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Kuressaare politseijaoskond,NA,politseijaoskonna juht,1.0,1771,Politsei- ja Piirivalveamet,ennetus- ja menetlustalitus,NA,talituse juht,1.0,1776
5634,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Kuressaare politseijaoskond Ida-Saare konstaablijaoskond,NA,patrullpolitseinik,1.0,831,Politsei- ja Piirivalveamet,patrullitalitus,NA,patrullpolitseinik,1.0,993
5635,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Kuressaare politseijaoskond Ida-Saare konstaablijaoskond,NA,patrullpolitseinik,1.0,847,Politsei- ja Piirivalveamet,patrullitalitus,NA,patrullpolitseinik,1.0,993
5636,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Kuressaare politseijaoskond Ida-Saare konstaablijaoskond,NA,patrullpolitseinik,1.0,855,Politsei- ja Piirivalveamet,patrullitalitus,NA,patrullpolitseinik,1.0,993
5637,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Kuressaare politseijaoskond Ida-Saare konstaablijaoskond,NA,piirkonnapolitseinik,1.0,914,Politsei- ja Piirivalveamet,menetlusteenistus,NA,vaarteomenetleja,1.0,1028
5638,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Kuressaare politseijaoskond Ida-Saare konstaablijaoskond,NA,piirkonnavanem,1.0,1135,Politsei- ja Piirivalveamet,ennetus- ja menetlustalitus,NA,piirkonnapolitseinik,1.0,1135
5639,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Kuressaare politseijaoskond Kuressaare konstaablijaoskond,NA,patrullpolitseinik,1.0,785,Politsei- ja Piirivalveamet,patrullitalitus,NA,valijuht,1.0,1193
5640,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Kuressaare politseijaoskond Kuressaare konstaablijaoskond,NA,patrullpolitseinik,1.0,919,Politsei- ja Piirivalveamet,patrullitalitus,NA,patrullpolitseinik,1.0,1057
5641,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Kuressaare politseijaoskond Kuressaare konstaablijaoskond,NA,patrullpolitseinik,1.0,785,NA,NA,NA,NA,NA,NA
5642,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Kuressaare politseijaoskond Kuressaare konstaablijaoskond,NA,patrullpolitseinik,1.0,855,Politsei- ja Piirivalveamet,patrullitalitus,NA,patrullpolitseinik,1.0,993
5643,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Kuressaare politseijaoskond Kuressaare konstaablijaoskond,NA,piirkonnapolitseinik,1.0,978,Politsei- ja Piirivalveamet,patrullitalitus,NA,valijuht,1.0,1193
5644,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Kuressaare politseijaoskond Kuressaare konstaablijaoskond,NA,piirkonnapolitseinik,1.0,900,Politsei- ja Piirivalveamet,patrullitalitus,NA,valijuht,1.0,1193
5645,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Kuressaare politseijaoskond Kuressaare konstaablijaoskond,NA,piirkonnapolitseinik,1.0,906,Politsei- ja Piirivalveamet,menetlusteenistus,NA,vaarteomenetleja,1.0,1010
5646,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Kuressaare politseijaoskond Kuressaare konstaablijaoskond,NA,piirkonnapolitseinik,1.0,905,Politsei- ja Piirivalveamet,patrullitalitus,NA,patrullpolitseinik,1.0,980
5647,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Kuressaare politseijaoskond Kuressaare konstaablijaoskond,NA,piirkonnavanem,1.0,1206,Politsei- ja Piirivalveamet,Kardla politseijaoskond,NA,politseijaoskonna juht,1.0,2000
5648,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Kuressaare politseijaoskond Kuressaare konstaablijaoskond,NA,valijuht,1.0,1076,Politsei- ja Piirivalveamet,patrullitalitus,NA,patrullpolitseinik,1.0,1076
5649,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Kuressaare politseijaoskond Kuressaare konstaablijaoskond,NA,valijuht,1.0,1076,Politsei- ja Piirivalveamet,patrullitalitus,NA,valijuht,1.0,1243
5650,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Kuressaare politseijaoskond Kuressaare konstaablijaoskond,NA,valijuht,1.0,1086,Politsei- ja Piirivalveamet,patrullitalitus,NA,liikluspolitseinik,1.0,1086
5651,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Kuressaare politseijaoskond Kuressaare konstaablijaoskond,NA,valijuht,1.0,1086,Politsei- ja Piirivalveamet,patrullitalitus,NA,valijuht,1.0,1243
5652,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Kuressaare politseijaoskond piirkondliku politseitoo teenistus,NA,juhtivspetsialist,1.0,745,Politsei- ja Piirivalveamet,ennetus- ja menetlustalitus,NA,juhtivspetsialist,1.0,790
5653,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Kuressaare politseijaoskond piirkondliku politseitoo teenistus,NA,noorsoopolitseinik,1.0,896,Politsei- ja Piirivalveamet,ennetus- ja menetlustalitus,NA,noorsoopolitseinik,1.0,1025
5654,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Kuressaare politseijaoskond piirkondliku politseitoo teenistus,NA,noorsoopolitseinik,1.0,906,Politsei- ja Piirivalveamet,ennetus- ja menetlustalitus,NA,noorsoopolitseinik,1.0,1035
5655,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Kuressaare politseijaoskond piirkondliku politseitoo teenistus,NA,teenistuse vanem,1.0,1360,Politsei- ja Piirivalveamet,ennetus- ja menetlustalitus,NA,piirkonnavanem,1.0,1360
5656,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Kuressaare politseijaoskond piirkondliku politseitoo teenistus,NA,vanemspetsialist,1.0,745,Politsei- ja Piirivalveamet,ennetus- ja menetlustalitus,NA,vanemspetsialist,1.0,790
5657,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Kardla politseijaoskond,NA,noorsoopolitseinik,1.0,914,Politsei- ja Piirivalveamet,ennetus- ja menetlustalitus,NA,noorsoopolitseinik,1.0,1112
5658,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Kardla politseijaoskond,NA,patrullpolitseinik,1.0,780,Politsei- ja Piirivalveamet,patrullitalitus,NA,valijuht,1.0,1252
5659,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Kardla politseijaoskond,NA,patrullpolitseinik,1.0,831,Politsei- ja Piirivalveamet,patrullitalitus,NA,patrullpolitseinik,1.0,993
5660,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Kardla politseijaoskond,NA,patrullpolitseinik,1.0,789,Politsei- ja Piirivalveamet,patrullitalitus,NA,patrullpolitseinik,1.0,985
5661,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Kardla politseijaoskond,NA,patrullpolitseinik,1.0,799,Politsei- ja Piirivalveamet,patrullitalitus,NA,patrullpolitseinik,1.0,993
5662,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Kardla politseijaoskond,NA,patrullpolitseinik,1.0,864,Politsei- ja Piirivalveamet,patrullitalitus,NA,patrullpolitseinik,1.0,993
5663,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Kardla politseijaoskond,NA,patrullpolitseinik,1.0,845,Politsei- ja Piirivalveamet,patrullitalitus,NA,patrullpolitseinik,1.0,975
5664,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Kardla politseijaoskond,NA,piirkonnapolitseinik,1.0,914,Politsei- ja Piirivalveamet,ennetus- ja menetlustalitus,NA,piirkonnapolitseinik,1.0,1053
5665,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Kardla politseijaoskond,NA,piirkonnapolitseinik,1.0,914,Politsei- ja Piirivalveamet,patrullitalitus,NA,patrullpolitseinik,1.0,993
5666,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Kardla politseijaoskond,NA,piirkonnapolitseinik,1.0,979,Politsei- ja Piirivalveamet,ennetus- ja menetlustalitus,NA,piirkonnapolitseinik,1.0,1025
5667,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Kardla politseijaoskond,NA,piirkonnavanem I,1.0,1546,Politsei- ja Piirivalveamet,ennetus- ja menetlustalitus,NA,vaarteomenetleja,1.0,1546
5668,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Kardla politseijaoskond,NA,vanemspetsialist,1.0,745,Politsei- ja Piirivalveamet,ennetus- ja menetlustalitus,NA,vanemspetsialist,1.0,790
5669,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Kardla politseijaoskond,NA,valijuht,1.0,1184,Politsei- ja Piirivalveamet,patrullitalitus,NA,talituse juht,1.0,1663
5670,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo liiklusjarelevalvetalitus,NA,juhtivspetsialist,1.0,725,Politsei- ja Piirivalveamet,teabeburoo,NA,juhtivspetsialist,1.0,850
5671,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo liiklusjarelevalvetalitus,NA,liikluspolitseinik,1.0,866,Politsei- ja Piirivalveamet,patrulli- ja liiklusjarelevalvetalitus,NA,liikluspolitseinik,1.0,1057
5672,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo liiklusjarelevalvetalitus,NA,liikluspolitseinik,1.0,866,Paasteamet,Kardla PK 2,NA,meeskonnavanem,1.0,878
5673,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo liiklusjarelevalvetalitus,NA,liikluspolitseinik,1.0,892,Politsei- ja Piirivalveamet,patrulli- ja liiklusjarelevalvetalitus,NA,liikluspolitseinik,1.0,1003
5674,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo liiklusjarelevalvetalitus,NA,liikluspolitseinik,1.0,855,NA,NA,NA,NA,NA,NA
5675,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo liiklusjarelevalvetalitus,NA,liikluspolitseinik,1.0,780,NA,NA,NA,NA,NA,NA
5676,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo liiklusjarelevalvetalitus,NA,liikluspolitseinik,1.0,780,Politsei- ja Piirivalveamet,patrulli- ja liiklusjarelevalvetalitus,NA,liikluspolitseinik,1.0,980
5677,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo liiklusjarelevalvetalitus,NA,talituse juht,1.0,1541,Politsei- ja Piirivalveamet,patrulli- ja liiklusjarelevalvetalitus,NA,talituse juht,1.0,1776
5678,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo lubadetalitus,NA,relvur,1.0,755,Politsei- ja Piirivalveamet,Parnu teenindus,NA,relvur,1.0,980
5679,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo lubadetalitus,NA,spetsialist,1.0,777,NA,NA,NA,NA,NA,NA
5680,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo lubadetalitus,NA,spetsialist,1.0,777,Politsei- ja Piirivalveamet,Parnu teenindus,NA,spetsialist,1.0,835
5681,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo lubadetalitus,NA,spetsialist,1.0,777,Politsei- ja Piirivalveamet,Parnu teenindus,NA,spetsialist,1.0,835
5682,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo lubadetalitus,NA,spetsialist,1.0,777,Politsei- ja Piirivalveamet,Parnu teenindus,NA,spetsialist,1.0,835
5683,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo lubadetalitus,NA,spetsialist,0.75,583,NA,NA,NA,NA,NA,NA
5684,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo lubadetalitus,NA,talituse juhataja,1.0,1047,Politsei- ja Piirivalveamet,Parnu teenindus,NA,peaspetsialist,1.0,1047
5685,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo lubadetalitus,NA,vanemspetsialist,1.0,777,Politsei- ja Piirivalveamet,Parnu teenindus,NA,vanemspetsialist,1.0,835
5686,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo lubadetalitus,NA,vanemspetsialist,1.0,777,Politsei- ja Piirivalveamet,Parnu teenindus,NA,vanemspetsialist,1.0,835
5687,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Paide politseijaoskond,NA,politseijaoskonna juht,1.0,1668,Politsei- ja Piirivalveamet,ennetus- ja menetlustalitus,NA,talituse juht,1.0,1668
5688,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Paide politseijaoskond Jarva-Jaani konstaablijaoskond,NA,piirkonnapolitseinik,1.0,978,Politsei- ja Piirivalveamet,ennetus- ja menetlustalitus,NA,piirkonnapolitseinik,1.0,1117
5689,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Paide politseijaoskond Jarva-Jaani konstaablijaoskond,NA,piirkonnapolitseinik,1.0,906,Politsei- ja Piirivalveamet,patrullitalitus,NA,patrullpolitseinik,1.0,993
5690,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Paide politseijaoskond Jarva-Jaani konstaablijaoskond,NA,piirkonnapolitseinik,1.0,906,Statistikaamet,Uldosakond,NA,rahvusvahelise koostoo nõunik,1.0,1180
5691,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Paide politseijaoskond Jarva-Jaani konstaablijaoskond,NA,piirkonnavanem,1.0,1135,Politsei- ja Piirivalveamet,patrullitalitus,NA,patrullpolitseinik,1.0,1135
5692,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Paide politseijaoskond Paide konstaablijaoskond,NA,piirkonnapolitseinik,1.0,914,Politsei- ja Piirivalveamet,patrullitalitus,NA,patrullpolitseinik,1.0,1003
5693,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Paide politseijaoskond Paide konstaablijaoskond,NA,piirkonnapolitseinik,1.0,1132,Politsei- ja Piirivalveamet,patrullitalitus,NA,patrullpolitseinik,1.0,1132
5694,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Paide politseijaoskond Paide konstaablijaoskond,NA,piirkonnavanem,1.0,1135,NA,NA,NA,NA,NA,NA
5695,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Paide politseijaoskond patrullteenistus,NA,avariipolitseinik,1.0,845,Politsei- ja Piirivalveamet,patrullitalitus,NA,avariipolitseinik,1.0,1018
5696,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Paide politseijaoskond patrullteenistus,NA,liikluspolitseinik,1.0,839,Politsei- ja Piirivalveamet,patrullitalitus,NA,liikluspolitseinik,1.0,993
5697,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Paide politseijaoskond patrullteenistus,NA,patrullpolitseinik,1.0,847,Politsei- ja Piirivalveamet,patrullitalitus,NA,spetsialist,1.0,720
5698,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Paide politseijaoskond patrullteenistus,NA,patrullpolitseinik,1.0,780,Politsei- ja Piirivalveamet,patrullitalitus,NA,patrullpolitseinik,1.0,985
5699,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Paide politseijaoskond patrullteenistus,NA,patrullpolitseinik,1.0,785,Politsei- ja Piirivalveamet,patrullitalitus,NA,patrullpolitseinik,1.0,985
