"sugu","vanus","vanus3","lapsed","emaharidus","isaharidus","kaaslane","staatus3","tervis","haridus","haridustase","sissetulek","meeldib_oppida","literacy","numeracy","psolvskills"
"Naine",33,"25-49","Jah","Kesk","Kesk","Jah","Mitteaktiivne","Hea","Põhi","Madal",NA,"Mõningal määral",208.797,145.22,NA
"Mees",54,"50+","Jah","Põhi",NA,"Jah","Hõivatud","Halb","Kesk","Keskmine",552.33,"Mõningal määral",323.563,300.429,NA
"Mees",58,"50+","Jah","Põhi","Põhi","Jah","Mitteaktiivne","Halb","Põhi","Madal",NA,"Mõningal määral",295.608,297.648,NA
"Naine",32,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",697.071,"Suurel määral",307.679,292.82,288.146
"Mees",39,"25-49","Jah","Kesk","Kõrg","Jah","Hõivatud","Hea","Põhi","Madal",NA,"Väga suurel määral",226.163,211.285,NA
"Naine",57,"50+","Jah","Põhi","Põhi","Jah","Mitteaktiivne","Halb","Kesk-järgne kutse","Keskmine",NA,"Väga vähe",300.255,286.225,NA
"Naine",33,"25-49","Jah","Kesk","Kesk","Ei","Hõivatud","Rahuldav","Kesk","Keskmine",1144.45,"Suurel määral",278.125,270.783,283.949
"Naine",52,"50+","Jah","Kesk","Kesk","Jah","Hõivatud","Rahuldav","Rakenduskõrg","Kõrge",710.229,"Mõningal määral",267.484,288.988,208.815
"Mees",60,"50+","Jah","Põhi","Põhi","Jah","Mitteaktiivne","Rahuldav","Põhi","Madal",NA,"Väga vähe",214.317,201.619,NA
"Mees",17,"16-24","Ei","Kesk","Kesk","Jah","Mitteaktiivne","Suurepärane","Põhi","Madal",NA,"Väga suurel määral",233.267,258.918,251.711
"Naine",17,"16-24","Ei","Kesk","Kesk","Ei","Mitteaktiivne","Hea","Põhi","Madal",NA,"Mõningal määral",314.803,314.705,323.825
"Naine",61,"50+","Ei","Põhi","Kesk",NA,"Hõivatud","Rahuldav","Kesk","Keskmine",300,"Väga vähe",230.366,253.091,NA
"Mees",52,"50+","Jah","Kesk","Kesk","Jah","Mitteaktiivne","Hea","Kesk-järgne kutse","Keskmine",NA,"Väga suurel määral",273.305,233.917,251.691
"Mees",24,"16-24","Ei","Kesk","Põhi",NA,"Hõivatud","Väga hea","Põhi","Madal",825.47,"Mõningal määral",223.233,236.338,268.318
"Mees",57,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",1078.66,"Mõningal määral",340.949,351.54,276.488
"Mees",62,"50+","Jah","Põhi","Kesk","Jah","Mitteaktiivne","Hea","Põhi","Madal",NA,"Väga vähe",304.573,279.329,NA
"Naine",62,"50+","Jah","Põhi","Põhi",NA,"Mitteaktiivne","Väga hea","Rakenduskõrg","Kõrge",NA,"Mõningal määral",240.89,290.735,271.744
"Mees",48,"25-49","Ei","Kesk","Kesk","Ei","Hõivatud","Väga hea","Rakenduskõrg","Kõrge",697.071,"Suurel määral",305.38,277.907,262.892
"Mees",16,"16-24","Ei","Põhi","Kesk","Ei","Mitteaktiivne","Hea","Põhi","Madal",NA,"Mõningal määral",236.744,215.851,NA
"Naine",24,"16-24","Ei","Kesk","Kõrg","Ei","Hõivatud","Väga hea","Akadeemiline kõrg","Kõrge",490.487,"Suurel määral",251.132,255.681,243.637
"Mees",24,"16-24","Ei","Kõrg","Kõrg","Jah","Hõivatud","Väga hea","Rakenduskõrg","Kõrge",548.383,"Väga suurel määral",355.115,362.239,369.178
"Naine",28,"25-49","Ei","Kõrg","Kõrg","Jah","Töötu","Hea","Kesk-järgne kutse","Keskmine",NA,"Suurel määral",309.817,296.975,298.852
"Mees",38,"25-49","Ei","Kesk","Kesk","Ei","Hõivatud","Hea","Kesk","Keskmine",881.286,"Suurel määral",290.628,284.535,300.523
"Naine",64,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Halb","Akadeemiline kõrg","Kõrge",340,"Suurel määral",215.417,230.833,213.156
"Mees",21,"16-24","Ei","Kesk","Kõrg","Ei","Hõivatud","Väga hea","Kesk","Keskmine",693.333,"Väga suurel määral",281.925,210.351,234.02
"Naine",41,"25-49","Jah","Põhi","Kesk","Jah","Hõivatud","Väga hea","Kesk-järgne kutse","Keskmine",618.121,"Suurel määral",263.261,300.189,288.734
"Naine",58,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Väga hea","Akadeemiline kõrg","Kõrge",630,"Väga suurel määral",310.553,312.876,252.71
"Mees",52,"50+","Jah","Kesk","Kesk","Jah","Hõivatud","Hea","Kesk","Keskmine",NA,"Väga suurel määral",227.226,212.412,244.259
"Naine",46,"25-49","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Rakenduskõrg","Kõrge",693.333,"Väga suurel määral",310.312,233.319,NA
"Mees",18,"16-24","Ei","Kesk","Kesk","Ei","Mitteaktiivne","Suurepärane","Põhi","Madal",NA,"Väga suurel määral",300.645,362.288,290.565
"Naine",33,"25-49","Jah","Põhi","Põhi","Ei","Mitteaktiivne","Hea","Kesk","Keskmine",NA,"Suurel määral",204.604,227.605,212.44
"Mees",51,"50+","Jah","Põhi","Kesk","Jah","Hõivatud","Väga hea","Akadeemiline kõrg","Kõrge",1000,"Väga suurel määral",332.457,290.877,NA
"Naine",55,"50+","Jah","Põhi","Kõrg","Jah","Hõivatud","Rahuldav","Akadeemiline kõrg","Kõrge",NA,"Suurel määral",212.891,190.13,153.171
"Mees",54,"50+","Jah","Põhi",NA,"Jah","Hõivatud","Rahuldav","Kesk","Keskmine",504.227,"Suurel määral",283.381,296.351,232.057
"Naine",38,"25-49","Ei","Kõrg","Kõrg",NA,"Hõivatud","Hea","Akadeemiline kõrg","Kõrge",907.603,"Väga suurel määral",334.599,300.317,323.933
"Naine",26,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",511,"Mõningal määral",282.899,256.916,292.843
"Mees",63,"50+","Jah","Kõrg","Kesk","Jah","Mitteaktiivne","Hea","Kesk","Keskmine",NA,"Suurel määral",192.149,228.519,225.416
"Mees",34,"25-49","Ei","Põhi","Kõrg","Jah","Hõivatud","Suurepärane","Akadeemiline kõrg","Kõrge",1276.03,"Suurel määral",281.009,309.42,300.633
"Naine",48,"25-49","Ei","Kesk",NA,"Jah","Töötu","Rahuldav","Kesk","Keskmine",NA,"Mõningal määral",285.937,250.678,NA
"Mees",38,"25-49","Jah","Kõrg","Kõrg","Jah","Hõivatud","Väga hea","Akadeemiline kõrg","Kõrge",NA,"Suurel määral",311.973,336.231,339.722
"Naine",52,"50+","Ei","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",307.587,"Suurel määral",271.576,281.275,248.82
"Mees",20,"16-24","Ei","Kesk","Kesk","Ei","Hõivatud","Hea","Kesk","Keskmine",815.496,"Suurel määral",197.881,203.955,216.818
"Mees",30,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Väga hea","Rakenduskõrg","Kõrge",2811.14,"Suurel määral",299.538,288.361,328.883
"Naine",55,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Hea","Kesk","Keskmine",693.333,"Suurel määral",230.356,281.146,251.35
"Mees",40,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",650,"Suurel määral",329.528,340.042,263.189
"Naine",46,"25-49","Jah","Põhi","Põhi","Jah","Hõivatud","Väga hea","Kesk-järgne kutse","Keskmine",610,"Väga vähe",290.547,312.577,242.97
"Mees",37,"25-49","Ei",NA,NA,"Ei","Hõivatud","Rahuldav","Põhi","Madal",NA,NA,140.53,112.349,NA
"Naine",56,"50+","Jah","Põhi","Kõrg","Jah","Hõivatud","Halb","Kesk","Keskmine",NA,"Üldse mitte",233.066,254.497,NA
"Naine",43,"25-49","Ei","Kõrg","Kõrg","Jah","Hõivatud","Hea","Kesk","Keskmine",278,"Üldse mitte",298.61,292.437,266.443
"Mees",51,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",NA,"Suurel määral",297.028,335.534,295.568
"Mees",55,"50+","Jah","Põhi","Põhi","Ei","Hõivatud","Rahuldav","Akadeemiline kõrg","Kõrge",2855.02,"Suurel määral",298.382,304.858,251.672
"Mees",20,"16-24","Ei","Kesk","Kesk","Ei","Hõivatud","Väga hea","Kesk","Keskmine",486.539,"Suurel määral",262.984,267.691,277.838
"Naine",35,"25-49","Jah","Kesk","Kesk","Ei","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",NA,"Väga suurel määral",304.249,313.388,337.622
"Mees",59,"50+","Jah","Põhi","Põhi","Jah","Töötu","Rahuldav","Kesk","Keskmine",NA,"Mõningal määral",281.538,307.58,294.37
"Mees",50,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Hea","Kesk","Keskmine",NA,"Mõningal määral",270.71,311.783,NA
"Naine",23,"16-24","Ei","Kõrg","Kõrg","Ei","Hõivatud","Väga hea","Kesk","Keskmine",800,"Suurel määral",266.046,264.985,292.421
"Naine",28,"25-49","Ei","Kõrg","Kesk",NA,"Hõivatud","Rahuldav","Akadeemiline kõrg","Kõrge",949.709,"Mõningal määral",323.501,284.862,302.69
"Naine",42,"25-49","Jah","Kesk","Kesk","Jah","Mitteaktiivne","Hea","Kesk","Keskmine",NA,"Väga vähe",298.95,253.554,NA
"Mees",61,"50+","Jah","Kesk","Kõrg","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",1276.03,"Suurel määral",245.355,253.839,261.461
"Mees",40,"25-49","Jah","Kesk","Põhi","Jah","Hõivatud","Väga hea","Akadeemiline kõrg","Kõrge",1670.78,"Mõningal määral",299.882,312.419,271.026
"Naine",50,"50+","Jah","Kesk","Põhi","Jah","Hõivatud","Rahuldav","Akadeemiline kõrg","Kõrge",508.908,"Mõningal määral",273.082,289.176,254.146
"Naine",50,"50+","Jah","Põhi","Kesk",NA,"Hõivatud","Suurepärane","Kesk","Keskmine",468.118,"Mõningal määral",312.63,319.058,286.865
"Mees",48,"25-49","Jah","Kesk","Põhi","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",1012.87,"Mõningal määral",268.534,298.026,271.141
"Naine",64,"50+","Jah","Kesk","Kesk","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",223.374,"Mõningal määral",245.947,240.002,NA
"Mees",22,"16-24","Ei","Kõrg","Kesk","Ei","Mitteaktiivne","Hea","Kesk","Keskmine",NA,"Väga suurel määral",324.582,278.89,343.127
"Naine",21,"16-24","Ei","Kõrg","Kesk","Ei","Hõivatud","Hea","Põhi","Madal",194.426,"Mõningal määral",203.583,178.532,175.694
"Naine",58,"50+","Ei","Põhi","Põhi","Jah","Hõivatud","Halb","Põhi","Madal",390,"Väga suurel määral",307.476,267.724,NA
"Naine",52,"50+","Jah","Kesk","Kesk","Jah","Hõivatud","Rahuldav","Rakenduskõrg","Kõrge",354.957,"Suurel määral",184.944,223.567,255.332
"Mees",21,"16-24","Ei","Kesk","Kesk","Jah","Hõivatud","Väga hea","Kesk","Keskmine",552.33,"Mõningal määral",218.659,232.566,270.322
"Mees",32,"25-49","Jah","Kesk","Kõrg","Jah","Hõivatud","Suurepärane","Kesk","Keskmine",NA,"Suurel määral",240.277,288.806,261.966
"Mees",41,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Väga hea","Akadeemiline kõrg","Kõrge",1276.03,"Väga suurel määral",276.601,301.12,294.219
"Mees",25,"25-49","Ei","Kõrg","Kesk","Ei","Hõivatud","Hea","Kesk","Keskmine",1012.87,"Väga suurel määral",345.847,324.07,323.211
"Mees",58,"50+","Jah","Kesk","Kesk","Ei","Hõivatud","Rahuldav","Akadeemiline kõrg","Kõrge",552.33,"Suurel määral",258.613,261.283,275.765
"Mees",16,"16-24","Ei","Põhi","Kesk","Ei","Mitteaktiivne","Väga hea","Põhi","Madal",NA,"Suurel määral",252.595,234.566,264.579
"Naine",62,"50+","Jah","Põhi","Põhi","Jah","Mitteaktiivne","Halb","Kesk","Keskmine",NA,"Üldse mitte",255.08,228.184,NA
"Naine",47,"25-49","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Rakenduskõrg","Kõrge",579,"Suurel määral",282.147,252.848,NA
"Naine",65,"50+","Ei","Põhi","Põhi",NA,"Mitteaktiivne","Halb","Kesk","Keskmine",NA,"Mõningal määral",258.738,222.944,NA
"Naine",21,"16-24","Jah","Kesk","Kesk","Jah","Mitteaktiivne","Väga hea","Kesk","Keskmine",NA,"Väga suurel määral",360.733,349.408,348.586
"Naine",43,"25-49","Jah","Kesk","Kõrg","Jah","Töötu","Rahuldav","Kesk","Keskmine",NA,"Suurel määral",255.922,251.759,NA
"Naine",32,"25-49","Jah","Kesk","Põhi","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",831,"Suurel määral",325.836,297.959,322.64
"Mees",22,"16-24","Ei","Kõrg","Kõrg","Ei","Hõivatud","Hea","Kesk","Keskmine",346.667,"Väga suurel määral",381.039,339.793,361.043
"Naine",18,"16-24","Ei","Kesk",NA,"Ei","Hõivatud","Väga hea","Põhi","Madal",322.237,"Väga suurel määral",302.15,259.215,319.644
"Mees",48,"25-49","Jah","Kesk","Kõrg","Jah","Hõivatud","Hea","Rakenduskõrg","Kõrge",683.913,"Suurel määral",322.672,306.115,286.818
"Mees",19,"16-24","Ei","Kesk","Kesk","Ei","Mitteaktiivne","Suurepärane","Kesk","Keskmine",NA,"Väga suurel määral",350.894,309.375,305.178
"Mees",44,"25-49","Jah","Põhi","Kõrg",NA,"Töötu","Hea","Akadeemiline kõrg","Kõrge",NA,"Väga vähe",273.369,285.306,303.423
"Mees",28,"25-49","Ei","Kesk","Kesk","Ei","Töötu","Hea","Kesk-järgne kutse","Keskmine",NA,"Suurel määral",241.863,278.334,256.183
"Naine",40,"25-49","Jah","Põhi","Põhi","Jah","Mitteaktiivne","Hea","Kesk-järgne kutse","Keskmine",NA,"Suurel määral",240.946,237.102,273.265
"Mees",17,"16-24","Ei","Kõrg","Kesk","Ei","Mitteaktiivne","Hea","Põhi","Madal",NA,"Mõningal määral",254.532,257.013,245.508
"Naine",43,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Rahuldav","Kesk-järgne kutse","Keskmine",486.539,"Suurel määral",244.957,235.729,NA
"Mees",22,"16-24","Ei","Kõrg","Kesk",NA,"Hõivatud","Suurepärane","Kesk","Keskmine",NA,"Väga suurel määral",315.473,280.905,288.269
"Mees",58,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Põhi","Madal",NA,"Mõningal määral",239.698,244.93,NA
"Naine",50,"50+","Jah","Põhi","Põhi",NA,"Mitteaktiivne","Halb","Kesk","Keskmine",NA,"Üldse mitte",234.19,240.298,NA
"Mees",64,"50+","Jah","Põhi","Põhi","Jah","Mitteaktiivne","Rahuldav","Kesk","Keskmine",NA,"Suurel määral",259.305,224.767,NA
"Naine",60,"50+","Ei","Põhi","Põhi","Ei","Hõivatud","Rahuldav","Akadeemiline kõrg","Kõrge",368.115,"Mõningal määral",282.649,250.466,NA
"Naine",26,"25-49","Jah","Kõrg","Kesk","Jah","Hõivatud","Väga hea","Kesk","Keskmine",289.166,"Suurel määral",318.577,357.358,288.345
"Naine",16,"16-24","Ei","Põhi",NA,"Ei","Mitteaktiivne","Hea","Põhi","Madal",NA,"Suurel määral",306.651,318.04,302.215
"Naine",37,"25-49","Ei",NA,NA,"Ei","Hõivatud","Rahuldav","Põhi","Madal",NA,"Mõningal määral",235.289,167.442,NA
"Mees",64,"50+","Jah","Põhi","Kesk","Jah","Hõivatud","Hea","Kesk","Keskmine",NA,"Väga vähe",251.427,264.525,NA
"Naine",51,"50+","Jah","Kesk","Kesk","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",700,"Mõningal määral",325.669,289.412,281.174
"Mees",29,"25-49","Ei",NA,"Põhi","Jah","Hõivatud","Hea","Kesk","Keskmine",2328.69,"Suurel määral",286.599,310.115,264.39
"Naine",27,"25-49","Ei","Kesk","Kesk",NA,"Hõivatud","Suurepärane","Rakenduskõrg","Kõrge",890.497,"Mõningal määral",247.555,264.001,265.984
"Naine",36,"25-49","Jah","Kesk","Põhi","Jah","Hõivatud","Hea","Kesk-järgne kutse","Keskmine",815.495,"Suurel määral",323.369,333.402,289.761
"Mees",19,"16-24","Ei","Kõrg","Kesk","Ei","Mitteaktiivne","Hea","Põhi","Madal",NA,"Suurel määral",300.694,309.784,303.32
"Naine",51,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",NA,"Väga suurel määral",252.068,272.499,231.762
"Naine",35,"25-49","Jah","Põhi","Põhi","Jah","Hõivatud","Hea","Rakenduskõrg","Kõrge",1086,"Suurel määral",304.755,248.654,285.283
"Naine",52,"50+","Jah","Kesk","Kõrg",NA,"Hõivatud","Rahuldav","Akadeemiline kõrg","Kõrge",599.7,"Suurel määral",205.317,156.239,NA
"Mees",63,"50+","Ei","Põhi","Põhi",NA,"Mitteaktiivne","Hea","Kesk","Keskmine",NA,"Mõningal määral",263.425,250.135,221.712
"Mees",46,"25-49","Jah","Põhi","Põhi","Jah","Hõivatud","Hea","Kesk-järgne kutse","Keskmine",1012.87,"Mõningal määral",261.453,256.321,254.114
"Naine",23,"16-24","Ei","Kõrg","Kesk",NA,"Hõivatud","Hea","Akadeemiline kõrg","Kõrge",693.333,"Suurel määral",282.822,341.77,311.943
"Mees",34,"25-49","Jah",NA,"Kesk","Jah","Hõivatud","Hea","Põhi","Madal",500,"Suurel määral",231.563,224.832,NA
"Naine",53,"50+","Ei","Kõrg","Põhi","Ei","Hõivatud","Rahuldav","Akadeemiline kõrg","Kõrge",NA,"Suurel määral",288.103,294,262.813
"Naine",51,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",NA,"Suurel määral",163.21,188.398,168.434
"Mees",54,"50+","Ei","Põhi","Põhi",NA,"Mitteaktiivne","Halb","Põhi","Madal",NA,"Mõningal määral",141.185,153.541,NA
"Naine",47,"25-49","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",354.957,"Suurel määral",214.194,218.861,NA
"Mees",24,"16-24","Ei","Põhi","Põhi","Ei","Hõivatud","Hea","Kesk","Keskmine",280,"Suurel määral",228.759,223.147,NA
"Naine",36,"25-49","Jah","Kõrg","Kõrg","Jah","Hõivatud","Suurepärane","Akadeemiline kõrg","Kõrge",NA,"Suurel määral",309.949,194.484,NA
"Naine",47,"25-49","Jah","Kõrg","Kesk","Jah","Hõivatud","Rahuldav","Rakenduskõrg","Kõrge",505,"Väga suurel määral",228.57,229.679,219.82
"Naine",51,"50+","Jah",NA,NA,NA,"Hõivatud","Hea","Kesk","Keskmine",486.539,"Mõningal määral",268.093,298.046,270.922
"Naine",20,"16-24","Ei","Kõrg","Kõrg","Ei","Hõivatud","Hea","Kesk","Keskmine",156,"Väga vähe",298.584,273.003,283.99
"Naine",40,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Hea","Kesk","Keskmine",325,"Suurel määral",320.077,264.82,NA
"Mees",23,"16-24","Ei","Kesk","Põhi","Ei","Töötu","Suurepärane","Põhi","Madal",NA,"Mõningal määral",234.268,215.903,NA
"Naine",62,"50+","Ei","Põhi","Põhi",NA,"Mitteaktiivne","Halb","Kesk","Keskmine",NA,"Üldse mitte",300.37,296.596,NA
"Naine",31,"25-49","Ei","Kesk","Põhi",NA,"Hõivatud","Väga hea","Kesk","Keskmine",1400,"Väga suurel määral",283.449,264.263,265.319
"Mees",28,"25-49","Ei","Kesk","Kesk",NA,"Hõivatud","Väga hea","Kesk","Keskmine",966.712,"Suurel määral",255.259,260.417,276.949
"Naine",32,"25-49","Jah","Kõrg","Kõrg","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",1802.36,"Suurel määral",333.96,297.761,295.073
"Naine",26,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Väga hea","Rakenduskõrg","Kõrge",NA,"Suurel määral",274.757,241.233,255.506
"Naine",58,"50+","Jah","Põhi","Põhi","Jah","Mitteaktiivne","Suurepärane","Rakenduskõrg","Kõrge",NA,"Suurel määral",287.108,280.595,NA
"Naine",37,"25-49","Jah","Põhi","Põhi","Jah","Mitteaktiivne","Rahuldav","Kesk","Keskmine",NA,"Mõningal määral",228.814,250.327,245.763
"Naine",43,"25-49","Jah","Kesk","Põhi","Jah","Hõivatud","Väga hea","Rakenduskõrg","Kõrge",2065.53,"Mõningal määral",334.534,351.014,NA
"Naine",62,"50+","Jah","Põhi","Põhi",NA,"Mitteaktiivne","Halb","Põhi","Madal",NA,"Mõningal määral",290.288,309.199,263.776
"Naine",64,"50+","Jah","Kesk","Põhi","Jah","Mitteaktiivne","Hea","Kesk","Keskmine",NA,"Suurel määral",308.71,279.846,NA
"Mees",26,"25-49","Jah","Kõrg","Kesk","Jah","Hõivatud","Hea","Põhi","Madal",1100.57,"Suurel määral",166.339,162.052,211.13
"Mees",22,"16-24","Ei","Kõrg","Kesk","Ei","Hõivatud","Hea","Kesk","Keskmine",815.495,"Mõningal määral",285.968,259.626,275.684
"Naine",35,"25-49","Jah","Põhi",NA,"Jah","Hõivatud","Rahuldav","Kesk","Keskmine",520,"Mõningal määral",277.079,270.499,NA
"Mees",22,"16-24","Ei","Kõrg","Kõrg","Ei","Hõivatud","Hea","Kesk","Keskmine",NA,"Suurel määral",218.611,259.951,285.448
"Mees",16,"16-24","Ei","Kõrg","Kõrg","Ei","Mitteaktiivne","Hea","Põhi","Madal",NA,"Suurel määral",289.88,291.655,304.036
"Mees",18,"16-24","Ei","Kesk","Kesk","Ei","Hõivatud","Suurepärane","Kesk","Keskmine",NA,"Väga suurel määral",190.986,222.15,182.044
"Naine",40,"25-49","Jah","Kesk","Kesk","Ei","Hõivatud","Hea","Kesk-järgne kutse","Keskmine",618.121,"Mõningal määral",204.141,202.817,228.279
"Mees",19,"16-24","Ei","Kõrg","Kesk","Ei","Hõivatud","Hea","Kesk","Keskmine",NA,"Suurel määral",332.037,322.187,302.503
"Naine",41,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Suurepärane","Kesk","Keskmine",486.539,"Mõningal määral",275.696,261.864,252.409
"Mees",30,"25-49","Jah","Põhi","Kesk","Jah","Mitteaktiivne","Hea","Põhi","Madal",NA,"Suurel määral",267.545,293.418,272.903
"Naine",57,"50+","Jah","Kesk","Kesk","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",NA,"Suurel määral",279.505,276.346,234.275
"Naine",32,"25-49","Jah","Kesk","Kõrg","Jah","Hõivatud","Väga hea","Rakenduskõrg","Kõrge",NA,"Mõningal määral",289.74,266.997,NA
"Naine",30,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Suurepärane","Rakenduskõrg","Kõrge",632.596,"Suurel määral",261.835,248.814,NA
"Naine",56,"50+","Jah","Kõrg","Kesk","Jah","Hõivatud","Rahuldav","Rakenduskõrg","Kõrge",749.704,"Väga vähe",268.884,281.332,276.243
"Mees",41,"25-49","Ei","Põhi","Põhi","Jah","Hõivatud","Väga hea","Kesk","Keskmine",NA,"Suurel määral",333.456,310.107,293.223
"Naine",48,"25-49","Jah","Kõrg","Kõrg",NA,"Hõivatud","Hea","Akadeemiline kõrg","Kõrge",1012.87,"Suurel määral",289.328,302.257,304.531
"Mees",31,"25-49","Ei","Kesk","Kesk","Jah","Hõivatud","Hea","Kesk-järgne kutse","Keskmine",1144.45,"Suurel määral",261.153,226.236,259.575
"Naine",57,"50+","Jah","Kesk","Põhi","Jah","Mitteaktiivne","Halb","Kesk-järgne kutse","Keskmine",NA,"Suurel määral",239.929,255.371,NA
"Mees",27,"25-49","Ei","Põhi","Kõrg","Jah","Hõivatud","Väga hea","Kesk","Keskmine",1276.03,"Suurel määral",301.651,274.27,300.954
"Naine",31,"25-49","Ei","Kõrg","Kesk","Ei","Hõivatud","Suurepärane","Akadeemiline kõrg","Kõrge",NA,"Väga suurel määral",321.554,294.613,335.864
"Mees",27,"25-49","Ei","Põhi",NA,"Ei","Hõivatud","Hea","Kesk","Keskmine",NA,"Suurel määral",272.004,353.44,292.112
"Naine",30,"25-49","Jah","Kesk",NA,"Jah","Hõivatud","Väga hea","Kesk","Keskmine",1070.77,"Mõningal määral",357.531,341.157,309.026
"Naine",17,"16-24","Ei","Kesk","Kesk","Ei","Mitteaktiivne","Väga hea","Põhi","Madal",NA,"Väga suurel määral",327.607,274.041,278.005
"Naine",22,"16-24","Ei","Kõrg","Kesk","Ei","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",618.121,"Väga suurel määral",314.151,308.392,305.567
"Mees",31,"25-49","Jah","Kõrg","Kõrg","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",1000,"Mõningal määral",330.782,332.513,369.588
"Naine",16,"16-24","Ei","Kesk","Põhi","Ei","Mitteaktiivne","Väga hea","Põhi","Madal",NA,"Mõningal määral",227.559,211.78,237.261
"Naine",59,"50+","Jah","Põhi",NA,"Ei","Mitteaktiivne","Rahuldav","Kesk","Keskmine",NA,"Väga vähe",253.164,206.693,NA
"Naine",17,"16-24","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Põhi","Madal",NA,"Väga vähe",241.37,240.083,273.186
"Mees",28,"25-49","Ei","Kõrg","Kõrg","Jah","Hõivatud","Väga hea","Akadeemiline kõrg","Kõrge",2328.69,"Suurel määral",310.877,316.169,288.811
"Naine",49,"25-49","Jah","Kõrg","Kesk","Jah","Hõivatud","Rahuldav","Rakenduskõrg","Kõrge",750,"Mõningal määral",385.707,339.046,NA
"Naine",27,"25-49","Jah","Kesk","Põhi","Jah","Hõivatud","Rahuldav","Rakenduskõrg","Kõrge",NA,"Mõningal määral",292.589,314.653,279.293
"Naine",37,"25-49","Jah","Kõrg","Kesk","Jah","Hõivatud","Hea","Rakenduskõrg","Kõrge",NA,"Suurel määral",266.636,243.592,267.172
"Mees",22,"16-24","Ei","Kõrg","Kesk","Jah","Hõivatud","Väga hea","Kesk","Keskmine",NA,"Suurel määral",270.52,286.328,264.144
"Mees",33,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Väga hea","Kesk","Keskmine",1012.87,"Mõningal määral",260.367,277.738,241.755
"Mees",51,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",947.078,"Väga suurel määral",223.936,247.207,226.038
"Mees",59,"50+","Jah","Põhi","Kesk","Jah","Hõivatud","Rahuldav","Põhi","Madal",222,"Väga suurel määral",239.872,184.5,NA
"Mees",21,"16-24","Ei","Kõrg","Kõrg","Ei","Hõivatud","Väga hea","Kesk","Keskmine",NA,"Väga suurel määral",249.257,244.203,270.033
"Mees",23,"16-24","Ei","Kesk","Kesk","Ei","Hõivatud","Halb","Kesk","Keskmine",NA,"Mõningal määral",258.266,271.996,271.522
"Mees",28,"25-49","Ei","Kõrg","Kõrg",NA,"Hõivatud","Rahuldav","Põhi","Madal",433.906,"Suurel määral",321.359,328.105,345.729
"Naine",57,"50+","Jah","Põhi","Põhi","Ei","Hõivatud","Väga hea","Kesk","Keskmine",1250,"Mõningal määral",302.286,322.084,328.656
"Naine",29,"25-49","Jah","Kõrg","Kesk","Jah","Hõivatud","Väga hea","Kesk","Keskmine",578.647,"Suurel määral",315.564,326.828,336.99
"Naine",53,"50+","Jah","Põhi","Põhi","Jah","Mitteaktiivne","Halb","Kesk","Keskmine",NA,"Mõningal määral",316.467,285.073,NA
"Mees",21,"16-24","Ei","Kõrg","Kõrg","Ei","Mitteaktiivne","Väga hea","Kesk","Keskmine",NA,"Mõningal määral",347.18,356.174,334.749
